passenger_name,tpep_pickup_datetime,tpep_dropoff_datetime,payment_method,passenger_count,trip_distance,fare_amount,tip_amount,tolls_amount
Michael Buck,12/10/2017 2:47:37 PM,12/10/2017 2:59:21 PM,Cash,1,0.1,8,1.75,0
Daniel Walker,01/29/2017 12:53:21 PM,01/29/2017 1:01:39 PM,Cash,2,2.5,9,0,0
Earl Dennis,12/01/2017 4:18:26 PM,12/01/2017 4:27:32 PM,Cash,3,0.63,7,0,0
Alexa Jones,03/03/2017 7:54:53 AM,03/03/2017 8:07:26 AM,Cash,1,1.3,9,1.18,0
Mr. Robert Shelton,09/07/2017 4:25:02 PM,09/07/2017 4:34:05 PM,Cash,1,1.73,8.5,0,0
Laura Sanders,03/13/2017 9:45:18 PM,03/13/2017 9:51:15 PM,Cash,1,0.99,6,2,0
Christina Small,07/07/2017 1:03:25 AM,07/07/2017 1:11:02 AM,Cash,1,2.66,9.5,0,0
Douglas Warren,11/11/2017 10:08:34 PM,11/11/2017 10:42:17 PM,Cash,4,8.6,29.5,2,0
Danielle Phelps,03/01/2017 11:37:12 AM,03/01/2017 11:53:27 AM,Credit Card,2,1,10.5,0,0
Raven Logan,02/27/2017 1:54:29 PM,02/27/2017 2:09:33 PM,Debit Card,5,2.98,12,2.56,0
Jeremiah Jones,11/20/2017 5:44:44 PM,11/20/2017 5:49:45 PM,Credit Card,1,0.68,5.5,1.1,0
Rhonda Baker,11/23/2017 8:06:07 PM,11/23/2017 8:08:56 PM,Cash,1,0.61,4.5,0,0
Frank Smith,03/31/2017 8:05:52 PM,03/31/2017 8:35:30 PM,Credit Card,1,6.3,23.5,3,0
Mark Rivera,12/17/2017 2:47:04 AM,12/17/2017 2:51:51 AM,Debit Card,1,1.27,6,0,0
Troy Simmons,05/02/2017 10:56:21 AM,05/02/2017 11:09:41 AM,Debit Card,1,1.8,9.5,2.05,0
Brenda Frank,05/13/2017 12:11:40 PM,05/13/2017 12:26:13 PM,Credit Card,1,2.04,10.5,2.26,0
Grant Collins,09/12/2017 4:53:04 PM,09/12/2017 5:00:04 PM,Credit Card,1,1.05,6.5,1.66,0
Anthony Rodriguez,09/08/2017 9:29:26 AM,09/08/2017 9:57:10 AM,Debit Card,2,2.02,17,0,0
Jonathan Levy,05/24/2017 12:50:10 AM,05/24/2017 12:56:45 AM,Cash,1,1.2,6.5,0,0
Richard Brown,03/13/2017 3:18:58 PM,03/13/2017 3:28:54 PM,Cash,1,1.47,8.5,0,0
Laura Marshall,08/20/2017 12:29:32 PM,08/20/2017 12:42:37 PM,Cash,1,1.29,10,0,0
Alan Moody,08/28/2017 10:24:33 AM,08/28/2017 10:34:32 AM,Cash,5,1.57,8.5,2,0
Sara Snyder,11/18/2017 10:49:29 AM,11/18/2017 10:53:47 AM,Cash,1,0.8,5,0,0
Jeffrey Frost,12/18/2017 10:21:43 AM,12/18/2017 10:55:27 AM,Debit Card,1,8.59,30.5,9.26,5.76
Derek Ramirez,08/11/2017 8:47:45 PM,08/11/2017 9:04:04 PM,Credit Card,2,2.7,12.5,3.45,0
David Phillips MD,02/01/2017 12:28:41 PM,02/01/2017 12:46:00 PM,Credit Card,1,3.1,13.5,2.85,0
Travis Wilson,01/10/2017 10:34:58 PM,01/10/2017 10:55:04 PM,Cash,1,4.51,17.5,3.76,0
Jessica Barnett,12/03/2017 1:34:02 PM,12/03/2017 1:38:55 PM,Credit Card,5,0.56,5,1.24,0
Daniel James,07/21/2017 2:32:51 PM,07/21/2017 2:37:47 PM,Credit Card,1,0.63,5,0,0
Kenneth Ali,06/19/2017 1:12:20 PM,06/19/2017 1:26:56 PM,Cash,1,1.4,10.5,2.25,0
Michelle Allen,01/24/2017 7:45:04 AM,01/24/2017 7:53:58 AM,Debit Card,1,1.2,7.5,1.66,0
David Goodwin,11/08/2017 4:30:29 PM,11/08/2017 4:43:52 PM,Debit Card,1,1.55,10,3.54,0
Heather Howard,01/25/2017 7:52:21 PM,01/25/2017 8:04:58 PM,Cash,2,1.82,9.5,2.26,0
Stephen English,09/25/2017 7:31:54 PM,09/25/2017 7:35:17 PM,Debit Card,1,0.93,5,1.2,0
Debra Avery,05/17/2017 8:56:52 AM,05/17/2017 9:07:20 AM,Credit Card,1,1.64,9,0,0
Kristina Lambert,10/27/2017 11:07:47 PM,10/27/2017 11:42:20 PM,Debit Card,1,11.8,37,7.65,0
Shawn Stanton,03/15/2017 5:40:42 AM,03/15/2017 5:45:46 AM,Cash,1,1,5.5,1,0
Daniel Hill,12/30/2017 4:10:02 PM,12/30/2017 4:23:28 PM,Cash,1,1.6,10.5,2,0
Karl Nunez,03/01/2017 7:41:39 PM,03/01/2017 7:46:58 PM,Credit Card,1,0.49,5,1.36,0
Timothy Dixon,09/18/2017 9:39:39 AM,09/18/2017 10:07:30 AM,Debit Card,1,6.02,25,0,0
Lisa Cox,12/24/2017 4:29:28 PM,12/24/2017 4:30:23 PM,Cash,1,0.07,2.5,0,0
Tami Oneill,09/30/2017 7:30:36 PM,09/30/2017 7:32:21 PM,Credit Card,2,0.4,3.5,0,0
Emma Zamora,06/09/2017 9:08:43 AM,06/09/2017 9:31:15 AM,Debit Card,1,2.56,15,0,0
Peter Zamora,12/18/2017 6:25:17 PM,12/18/2017 6:43:45 PM,Cash,2,2.04,12.5,0,0
Amanda Fox,08/25/2017 10:42:21 AM,08/25/2017 10:58:26 AM,Credit Card,1,1.7,11.5,0,0
William Price,06/10/2017 2:09:05 PM,06/10/2017 2:13:12 PM,Cash,1,0.4,4.5,0,0
Jennifer Harmon,03/12/2017 3:55:10 PM,03/12/2017 4:02:48 PM,Credit Card,6,1.23,7,1,0
Diana Campos,09/06/2017 10:30:08 PM,09/06/2017 10:53:35 PM,Cash,1,4.2,17.5,0,0
Ann Jones,01/15/2017 12:30:48 AM,01/15/2017 12:37:28 AM,Credit Card,1,1.7,7.5,1.75,0
William Bradley,01/10/2017 12:21:27 PM,01/10/2017 12:33:06 PM,Credit Card,1,1,8.5,0,0
Lauren Ramirez,10/01/2017 12:45:26 PM,10/01/2017 12:51:53 PM,Cash,2,0.79,6,0,0
James Martinez,10/05/2017 11:13:57 PM,10/05/2017 11:22:41 PM,Debit Card,1,1.2,7.5,0,0
Bradley Rodriguez,10/05/2017 11:24:02 PM,10/05/2017 11:35:21 PM,Cash,3,1.79,10,0,0
Rebecca Ramirez,10/20/2017 11:33:19 AM,10/20/2017 11:43:59 AM,Debit Card,1,2,9,1,0
Patricia Wilson,05/04/2017 4:03:49 AM,05/04/2017 4:18:12 AM,Debit Card,2,3.52,13.5,2.96,0
Christina Andrews,07/27/2017 9:33:40 PM,07/27/2017 10:04:27 PM,Credit Card,1,12.86,37.5,3,5.76
Darren Cochran,09/12/2017 9:39:11 AM,09/12/2017 9:45:53 AM,Debit Card,1,1.07,6.5,0,0
Sarah Lucas,04/26/2017 12:54:06 PM,04/26/2017 12:59:33 PM,Debit Card,2,0.71,5.5,1.26,0
Joseph Moore,01/28/2017 6:38:07 PM,01/28/2017 6:42:37 PM,Cash,1,0.6,5,1,0
Steven Bruce,02/18/2017 4:57:24 PM,02/18/2017 5:13:17 PM,Debit Card,3,1.6,11,3.5,0
Kristine Alexander,09/06/2017 8:12:49 AM,09/06/2017 8:35:39 AM,Cash,1,3.2,17,0,0
Andrew Taylor,01/21/2017 11:42:00 PM,01/21/2017 11:47:59 PM,Credit Card,1,0.83,6,0,0
Jennifer Becker,06/20/2017 10:17:30 PM,06/20/2017 10:24:05 PM,Cash,2,1,6,1,0
Tracy Herring,01/25/2017 12:41:49 PM,01/25/2017 12:50:03 PM,Cash,1,1.23,7.5,1.66,0
Lindsey Ward,08/12/2017 2:08:18 AM,08/12/2017 2:28:26 AM,Cash,1,4.15,16.5,0,0
Sabrina Patel,04/21/2017 1:40:34 PM,04/21/2017 1:49:43 PM,Credit Card,6,1.4,7.5,0,0
Thomas Allison,03/30/2017 8:02:23 PM,03/30/2017 8:22:32 PM,Cash,1,1.7,13,2.85,0
Kristopher Melendez MD,12/03/2017 4:46:18 PM,12/03/2017 4:53:57 PM,Credit Card,1,0.65,6.5,1,0
Dennis Hernandez,06/05/2017 7:47:45 PM,06/05/2017 7:56:33 PM,Debit Card,1,2.01,8.5,2.06,0
Yvonne Ochoa,02/08/2017 8:11:32 AM,02/08/2017 8:26:18 AM,Cash,1,1.2,10,2,0
Charlotte Patel,04/03/2017 12:54:03 PM,04/03/2017 1:10:15 PM,Credit Card,1,2.3,12.5,0,0
Mary Lynn,06/18/2017 1:14:26 PM,06/18/2017 2:02:42 PM,Credit Card,5,16.08,52,10.56,0
David Flores,05/24/2017 7:36:15 AM,05/24/2017 7:47:38 AM,Cash,1,1.49,9,1.96,0
Thomas Martin,02/18/2017 1:42:34 PM,02/18/2017 1:46:40 PM,Credit Card,1,0.49,4.5,0,0
Andrea Carpenter,01/30/2017 8:15:13 AM,01/30/2017 8:25:20 AM,Debit Card,1,1.26,8,1.76,0
James Young,03/22/2017 7:36:42 PM,03/22/2017 7:55:08 PM,Credit Card,6,1.58,12.5,0,0
Christian Osborne,05/11/2017 7:05:45 PM,05/11/2017 7:10:00 PM,Cash,5,0.58,5,0,0
Edward Harding,03/25/2017 11:58:02 PM,03/26/2017 12:05:32 AM,Cash,1,1.2,7,1,0
Julie Alexander,04/15/2017 9:58:45 PM,04/15/2017 10:18:19 PM,Credit Card,1,3.98,16.5,3.56,0
Joseph Stein,02/15/2017 7:52:14 AM,02/15/2017 8:06:01 AM,Cash,1,1.8,10.5,2.25,0
Ashley Welch,11/30/2017 5:20:58 PM,11/30/2017 5:40:16 PM,Credit Card,1,1.1,12.5,2.86,0
Darlene Burch,04/18/2017 5:30:24 PM,04/18/2017 6:21:59 PM,Cash,1,7.04,34.5,0,0
Christina Bennett,07/24/2017 2:15:39 PM,07/24/2017 2:41:14 PM,Debit Card,2,11.36,32,6.56,0
John Le,10/03/2017 7:06:19 PM,10/03/2017 7:11:14 PM,Cash,1,0.8,5.5,0,0
Dakota Collins,10/11/2017 5:13:21 PM,10/11/2017 5:54:45 PM,Debit Card,2,17.47,52,9.46,5.76
Mark Jones,01/30/2017 8:24:46 AM,01/30/2017 8:40:14 AM,Cash,1,6.11,19.5,3,0
Miguel Davis,03/25/2017 4:35:18 PM,03/25/2017 5:00:37 PM,Cash,1,4.9,20,2,0
Juan Thompson,05/27/2017 8:56:43 PM,05/27/2017 9:07:55 PM,Cash,1,1.74,9,1,0
Erica Martin,02/25/2017 3:19:56 PM,02/25/2017 3:38:12 PM,Credit Card,1,2.26,12.5,0,0
Brian Baker,03/03/2017 10:07:21 PM,03/03/2017 10:38:30 PM,Credit Card,2,4.5,21.5,4.56,0
Heather Williams,11/06/2017 1:02:55 PM,11/06/2017 1:30:52 PM,Cash,1,1.83,17,0,0
Ms. Sarah Curtis MD,07/14/2017 6:09:54 AM,07/14/2017 6:11:40 AM,Cash,1,0.01,52,0,5.76
Nathan Robinson,04/05/2017 11:23:36 AM,04/05/2017 11:38:21 AM,Cash,1,1.67,11,1,0
John Morris,02/08/2017 4:00:13 PM,02/08/2017 4:15:03 PM,Cash,1,1.4,10.5,0,0
William Meza,02/11/2017 9:02:42 AM,02/11/2017 9:05:54 AM,Cash,2,0.82,4.5,1,0
Brett Walton,11/10/2017 8:06:10 AM,11/10/2017 8:22:44 AM,Cash,1,1.73,11.5,3.08,0
Karen Tran,05/10/2017 4:11:09 PM,05/10/2017 4:23:14 PM,Credit Card,1,1.22,9,0,0
Anthony Davis,04/19/2017 8:06:12 PM,04/19/2017 8:15:19 PM,Cash,5,1.96,8.5,2.45,0
Justin Phillips,06/19/2017 6:57:47 AM,06/19/2017 7:11:22 AM,Debit Card,6,1.98,10.5,2.26,0
James Cardenas,01/18/2017 1:40:33 PM,01/18/2017 2:02:13 PM,Cash,1,2.22,15,0,0
Alan Black,02/08/2017 11:13:30 PM,02/08/2017 11:43:01 PM,Credit Card,1,8,28.5,7.05,5.54
John Carpenter,02/19/2017 2:49:42 PM,02/19/2017 2:59:51 PM,Credit Card,4,1,8,1.75,0
Robert Bender,09/24/2017 1:37:55 PM,09/24/2017 1:37:55 PM,Debit Card,1,0,2.5,0,0
Heidi Kim DDS,11/21/2017 5:47:13 AM,11/21/2017 5:50:06 AM,Debit Card,1,0.7,4.5,1.45,0
Kimberly Little,03/12/2017 1:17:22 PM,03/12/2017 1:28:36 PM,Credit Card,1,2.5,11,1,0
Devin Cuevas,07/06/2017 6:06:47 PM,07/06/2017 6:21:43 PM,Cash,1,2.13,11.5,2.66,0
Nicholas Martinez,05/29/2017 9:36:59 AM,05/29/2017 9:49:08 AM,Debit Card,1,3.8,14,2.95,0
Jeremy James,10/06/2017 9:58:36 PM,10/06/2017 10:12:07 PM,Debit Card,1,3.97,14.5,3.16,0
Tina Ellis,12/31/2017 2:37:38 PM,12/31/2017 2:56:50 PM,Debit Card,1,3.32,14.5,0,0
Michael Schmidt,11/14/2017 1:14:35 PM,11/14/2017 1:24:12 PM,Cash,6,0.9,7.5,2.08,0
Tiffany Graves,01/03/2017 3:03:04 PM,01/03/2017 3:25:12 PM,Credit Card,2,3.5,16,0,0
Matthew Miller,03/26/2017 3:08:59 AM,03/26/2017 3:17:04 AM,Debit Card,6,1.13,7,1.66,0
David Munoz,03/30/2017 12:58:35 PM,03/30/2017 1:13:32 PM,Cash,1,2.47,12,2.56,0
Tiffany Walters,07/26/2017 10:45:37 PM,07/26/2017 10:52:37 PM,Cash,1,1.98,8,2.79,0
Mr. Christopher Jackson,07/12/2017 2:59:22 PM,07/12/2017 3:09:35 PM,Debit Card,1,1.8,8.5,0,0
Kenneth Thompson,12/05/2017 12:47:06 PM,12/05/2017 12:56:11 PM,Cash,1,1.3,8,0,0
Brittany Mueller,09/29/2017 8:27:03 AM,09/29/2017 8:42:08 AM,Credit Card,1,2.5,12,2.55,0
Christopher Brady,01/18/2017 10:37:54 AM,01/18/2017 10:47:35 AM,Credit Card,1,2.3,9.5,2.06,0
Tracy Bell,09/05/2017 8:12:02 PM,09/05/2017 8:18:24 PM,Cash,1,0.73,6,1.46,0
Reginald Mejia,12/10/2017 3:43:33 AM,12/10/2017 3:56:47 AM,Cash,1,2.7,11.5,3,0
Shannon Lynch,03/19/2017 5:38:23 AM,03/19/2017 6:10:38 AM,Debit Card,2,21.22,56.5,5,0
Susan Nguyen,02/02/2017 10:12:14 PM,02/02/2017 10:18:26 PM,Credit Card,1,1.5,7,1.65,0
William Mills,08/28/2017 6:04:29 PM,08/28/2017 6:13:06 PM,Cash,1,1.77,8,0,0
Kathleen Guerra,02/23/2017 10:09:38 AM,02/23/2017 10:28:25 AM,Cash,2,2.7,14.5,0,0
Richard Barr,10/22/2017 2:00:06 PM,10/22/2017 2:19:13 PM,Cash,1,2.58,13.5,3.58,0
Ashley Abbott,08/12/2017 8:53:54 PM,08/12/2017 9:26:35 PM,Debit Card,1,8.18,28.5,5.96,0
Lance Cobb,02/27/2017 6:39:41 PM,02/27/2017 6:44:41 PM,Debit Card,1,0.8,5.5,0,0
Tanya Reyes,10/13/2017 10:27:46 PM,10/13/2017 10:30:50 PM,Cash,1,0.5,4.5,0,0
Lori Huff,06/21/2017 10:18:18 PM,06/21/2017 10:29:29 PM,Credit Card,1,2.43,10,0,0
Sabrina Thompson,09/03/2017 11:09:39 PM,09/03/2017 11:11:19 PM,Debit Card,1,0,3,0,0
Cheyenne Davidson,01/26/2017 10:14:40 PM,01/26/2017 10:28:45 PM,Cash,1,3.53,14,3.06,0
Alison Clark,02/22/2017 6:51:17 AM,02/22/2017 7:01:19 AM,Cash,1,1.76,9.5,2.06,0
Amy Baldwin,09/12/2017 2:59:18 PM,09/12/2017 3:09:48 PM,Cash,1,1.1,8.5,1.86,0
Derek Thompson,03/04/2017 6:27:34 PM,03/04/2017 6:37:54 PM,Debit Card,1,1.55,8.5,1.86,0
Aaron Gray,12/19/2017 1:10:41 PM,12/19/2017 1:31:24 PM,Debit Card,1,1.6,13,0,0
Holly Potter,08/15/2017 7:53:15 PM,08/15/2017 8:01:21 PM,Cash,2,1.9,8.5,0,0
Jermaine Rivera,03/25/2017 9:33:54 AM,03/25/2017 10:08:49 AM,Cash,1,20.2,52,11.7,5.76
Michael Lopez,07/02/2017 10:52:40 AM,07/02/2017 11:09:38 AM,Cash,5,4.34,17,0,0
Seth Soto,10/09/2017 1:28:36 PM,10/09/2017 1:38:35 PM,Cash,1,0.7,7.5,0,0
Christopher Smith,11/11/2017 9:47:24 PM,11/11/2017 9:57:51 PM,Cash,1,2.45,10,0,0
Randall Boyd,06/23/2017 3:12:43 PM,06/23/2017 3:29:30 PM,Cash,1,2.33,12.5,2.66,0
Shannon Smith,02/11/2017 12:19:39 PM,02/11/2017 12:29:00 PM,Cash,1,1.1,7.5,1,0
Lisa Clayton,04/18/2017 11:43:44 AM,04/18/2017 12:33:04 PM,Credit Card,2,24.61,66.5,0,0
Megan Smith,12/13/2017 9:28:21 PM,12/13/2017 9:37:51 PM,Cash,1,1.5,8.5,0,0
Megan Lewis,11/23/2017 12:21:44 PM,11/23/2017 12:29:13 PM,Debit Card,5,2.3,9,1.96,0
Michael Reed,03/29/2017 5:58:24 AM,03/29/2017 6:09:21 AM,Cash,1,3.64,12.5,2,0
Gregory Nguyen,07/13/2017 4:44:49 PM,07/13/2017 4:49:28 PM,Debit Card,1,0.66,5,0,0
Katherine Tanner,08/18/2017 7:19:59 AM,08/18/2017 7:27:59 AM,Cash,2,0.96,7,1.95,0
Edward Rich,11/22/2017 10:55:27 AM,11/22/2017 11:02:43 AM,Debit Card,1,0.8,6.5,1,0
Angela Clark,03/30/2017 8:13:08 PM,03/30/2017 8:23:52 PM,Credit Card,1,1.2,8.5,1.96,0
Craig Kerr,07/24/2017 1:15:28 AM,07/24/2017 1:27:34 AM,Cash,6,3.17,11.5,0,0
Derek Cobb,08/03/2017 3:23:36 PM,08/03/2017 3:35:04 PM,Cash,1,1.43,9,1.96,0
Wanda Smith,05/26/2017 3:54:42 PM,05/26/2017 4:00:49 PM,Debit Card,1,0.3,5.5,1,0
Thomas Schwartz,06/06/2017 9:17:49 PM,06/06/2017 9:29:54 PM,Cash,1,1.6,9.5,1.62,0
Jessica White MD,06/29/2017 4:48:10 PM,06/29/2017 4:52:54 PM,Credit Card,1,0.6,5,0,0
Brian Tran,08/31/2017 5:27:40 PM,08/31/2017 5:38:37 PM,Debit Card,1,1.66,9,0,0
James Valentine,08/03/2017 5:41:28 PM,08/03/2017 5:55:22 PM,Credit Card,1,1.5,10,2.35,0
Marcia Lester,12/08/2017 10:29:37 AM,12/08/2017 10:48:30 AM,Cash,1,2.12,13.5,2.86,0
Mark Edwards MD,05/07/2017 9:47:16 PM,05/07/2017 10:08:42 PM,Credit Card,1,6.8,22.5,4.76,0
Deborah Schultz,04/30/2017 12:15:39 PM,04/30/2017 12:58:27 PM,Debit Card,1,17.2,52,0,5.76
Laura Robinson,10/11/2017 1:55:01 PM,10/11/2017 2:20:08 PM,Debit Card,1,2.7,16.5,0,0
Eric Medina,08/06/2017 6:31:46 PM,08/06/2017 6:43:06 PM,Debit Card,1,1.86,9.5,2.06,0
Catherine Koch,09/23/2017 1:04:12 PM,09/23/2017 1:07:03 PM,Debit Card,1,0.5,4,0.95,0
Lindsey Wilson,01/05/2017 5:34:35 PM,01/05/2017 5:39:56 PM,Credit Card,1,1.1,5.5,1.1,0
Ashley Smith,06/03/2017 6:06:21 AM,06/03/2017 6:15:40 AM,Cash,2,2.4,10,0,0
Chad Garcia,10/24/2017 11:50:52 AM,10/24/2017 12:02:06 PM,Debit Card,1,1.4,9,0,0
Nancy Harrison,11/10/2017 8:26:07 PM,11/10/2017 8:32:25 PM,Cash,1,1.61,7,2.08,0
Rebecca Olson,12/10/2017 12:49:07 PM,12/10/2017 1:01:04 PM,Cash,2,2.53,11,2.36,0
Kathryn Floyd,10/18/2017 1:18:13 PM,10/18/2017 1:32:17 PM,Credit Card,1,1.6,10,0,0
Megan Jones,11/12/2017 3:51:08 PM,11/12/2017 4:11:06 PM,Cash,1,3.9,15.5,4.85,0
Diane Ali,12/12/2017 7:52:40 PM,12/12/2017 8:28:21 PM,Cash,1,13.1,40.5,10,0
Brandon Rodriguez,03/11/2017 11:29:36 PM,03/11/2017 11:53:03 PM,Credit Card,1,4.66,18.5,2.8,0
Michelle Greer,09/15/2017 4:11:14 PM,09/15/2017 4:49:18 PM,Cash,1,7.7,28,3,0
Brianna Davis,07/18/2017 10:15:05 PM,07/18/2017 10:29:50 PM,Debit Card,1,2.46,12,2.66,0
Gabrielle Hardin,04/18/2017 4:49:24 AM,04/18/2017 4:57:28 AM,Cash,1,2.3,9,0,0
Michael Warren,08/02/2017 5:34:48 PM,08/02/2017 5:44:39 PM,Cash,1,0.7,7,0,0
Eric Burns,12/02/2017 11:15:35 PM,12/02/2017 11:19:56 PM,Credit Card,1,1.34,6,0,0
Bradley Barker,11/08/2017 10:29:11 PM,11/08/2017 10:34:43 PM,Cash,1,1.6,7,0,0
Christopher Barnett,06/18/2017 1:12:05 PM,06/18/2017 1:24:34 PM,Debit Card,1,1.23,9.5,0,0
Brian Taylor,05/30/2017 8:18:27 AM,05/30/2017 8:24:06 AM,Cash,1,0.99,6,1.36,0
Bonnie Gates,08/30/2017 5:26:56 AM,08/30/2017 5:40:34 AM,Cash,1,8.3,24,4.5,0
Tyler Chandler,08/31/2017 6:52:08 PM,08/31/2017 6:57:46 PM,Cash,1,0.69,5.5,0,0
Michelle Duncan,06/14/2017 7:57:15 PM,06/14/2017 8:03:38 PM,Cash,2,1.09,6.5,0,0
Jonathan Hawkins,08/10/2017 11:10:26 AM,08/10/2017 11:27:39 AM,Cash,1,2.05,12,1.92,0
Thomas Thompson,07/02/2017 4:00:17 PM,07/02/2017 4:09:38 PM,Cash,4,1.4,8,0,0
Cody Hoffman DVM,03/02/2017 6:53:26 AM,03/02/2017 7:03:27 AM,Cash,1,4.2,14,1.2,0
Amanda Moore,09/08/2017 9:00:54 PM,09/08/2017 9:27:45 PM,Cash,2,5,20,4.25,0
Lisa Duncan,05/31/2017 8:16:54 PM,05/31/2017 8:20:42 PM,Cash,1,0.7,5,0,0
Anna Rivers,03/05/2017 10:49:12 AM,03/05/2017 10:55:08 AM,Cash,1,1.3,6.5,1.45,0
Lawrence Daugherty,08/08/2017 1:10:51 PM,08/08/2017 1:17:36 PM,Cash,1,1.32,7,0,0
Paul Robinson,01/26/2017 5:47:50 PM,01/26/2017 6:17:24 PM,Debit Card,1,8.1,28,5.3,5.54
Kristina Avery,11/19/2017 10:11:20 PM,11/19/2017 10:32:38 PM,Debit Card,2,12.7,35.5,0,0
Juan Jones,09/04/2017 10:29:31 PM,09/04/2017 10:32:50 PM,Credit Card,1,0.6,4.5,0,0
Deanna Solomon,05/02/2017 8:40:11 PM,05/02/2017 8:49:03 PM,Debit Card,1,2.38,9.5,2.16,0
Max Ball,03/24/2017 1:07:42 AM,03/24/2017 1:16:02 AM,Credit Card,1,1.1,7,0,0
Heather Moore,08/04/2017 1:06:03 AM,08/04/2017 1:14:54 AM,Debit Card,1,2.18,8.5,0,0
Candice Walker,02/18/2017 10:42:05 PM,02/18/2017 10:53:12 PM,Debit Card,1,1.17,8.5,1.5,0
Richard Campbell,11/22/2017 12:29:36 PM,11/22/2017 12:58:35 PM,Credit Card,1,3.32,19,0,0
Adam Davis,08/26/2017 9:47:32 AM,08/26/2017 9:55:53 AM,Cash,2,2.96,11,3.54,0
Jeffrey Brooks,03/18/2017 10:08:51 AM,03/18/2017 10:17:47 AM,Debit Card,2,1.6,8,0,0
Charles Bailey,02/15/2017 8:25:06 AM,02/15/2017 8:34:27 AM,Credit Card,2,1.17,7.5,0,0
Jacob Hodges,11/18/2017 3:51:52 PM,11/18/2017 4:46:17 PM,Debit Card,2,17.16,52,14.64,5.76
Dawn Chen,06/24/2017 1:31:47 AM,06/24/2017 1:34:51 AM,Debit Card,1,0.78,4.5,1.16,0
Sandra Vega,05/03/2017 5:49:07 PM,05/03/2017 5:58:56 PM,Cash,1,1.8,9,2.15,0
Nathan Jackson,07/03/2017 10:21:45 AM,07/03/2017 10:27:37 AM,Credit Card,6,0.93,6,5,0
Paul Vargas,12/17/2017 7:32:14 PM,12/17/2017 7:39:15 PM,Credit Card,1,1.2,7,1.55,0
Ashley Byrd,03/01/2017 3:04:12 PM,03/01/2017 3:09:05 PM,Cash,1,0.49,4.5,0,0
Denise Adams,10/02/2017 8:11:37 AM,10/02/2017 8:16:11 AM,Cash,1,1.16,5.5,0,0
Jocelyn Taylor,02/26/2017 4:25:22 PM,02/26/2017 4:33:28 PM,Debit Card,1,1.48,7.5,0,0
Christina Taylor,05/01/2017 7:52:00 AM,05/01/2017 8:09:35 AM,Credit Card,3,2.4,12.5,2.65,0
Larry Moore,02/15/2017 11:22:46 AM,02/15/2017 11:33:38 AM,Credit Card,1,0.7,8,2.2,0
Johnny Zimmerman,01/13/2017 10:06:53 AM,01/13/2017 10:10:44 AM,Debit Card,1,0.5,4.5,0,0
Crystal Davis,08/13/2017 11:08:49 AM,08/13/2017 11:28:08 AM,Cash,3,1.9,13,2.75,0
Cathy Mitchell,01/18/2017 7:44:14 AM,01/18/2017 7:50:53 AM,Debit Card,1,1,6.5,1.45,0
George Glenn,04/03/2017 7:37:36 PM,04/03/2017 7:47:03 PM,Cash,1,1.5,8.5,2.05,0
Kathryn Thompson,01/27/2017 12:50:23 PM,01/27/2017 1:02:51 PM,Credit Card,6,1.67,10,0,0
Karen Hernandez,07/13/2017 12:39:02 AM,07/13/2017 12:51:29 AM,Cash,1,2.88,11.5,2.56,0
Tyler Davis,07/16/2017 4:04:44 AM,07/16/2017 5:21:41 AM,Cash,2,2.77,37,0,0
Taylor Fletcher,02/03/2017 7:06:49 AM,02/03/2017 7:19:29 AM,Debit Card,1,2.4,11.5,0,0
Robin Hodge DVM,07/12/2017 6:19:15 PM,07/12/2017 6:29:48 PM,Cash,1,1.94,9,2.16,0
Lauren Jacobs,03/04/2017 5:53:08 PM,03/04/2017 5:59:57 PM,Cash,1,0.74,5.5,0,0
Joshua Torres,02/05/2017 4:07:45 AM,02/05/2017 4:16:44 AM,Debit Card,1,1.91,8.5,1.96,0
Victoria Johnson,10/25/2017 7:09:18 AM,10/25/2017 7:17:15 AM,Debit Card,1,1.6,8,1.76,0
Ebony White,07/08/2017 11:57:49 PM,07/09/2017 12:25:26 AM,Debit Card,1,8,26.5,3.5,0
Donna Carroll,08/30/2017 1:00:26 PM,08/30/2017 1:09:17 PM,Debit Card,1,1.09,7.5,2.08,0
John Williams,09/20/2017 11:35:15 PM,09/21/2017 12:01:00 AM,Cash,3,5.51,21.5,4.56,0
Brian Hubbard,11/10/2017 7:32:47 PM,11/10/2017 8:07:26 PM,Cash,1,3.2,20.5,0,0
Shawn Flores,10/04/2017 6:56:04 PM,10/04/2017 7:00:39 PM,Cash,1,0.8,5,1.35,0
Amanda Potts,03/19/2017 12:30:44 PM,03/19/2017 12:46:27 PM,Cash,1,1.6,11,0,0
Natalie Rios,09/03/2017 1:53:51 AM,09/03/2017 2:03:12 AM,Credit Card,5,2.3,9.5,2.16,0
Courtney Winters,05/21/2017 2:49:53 AM,05/21/2017 3:01:31 AM,Cash,1,1.42,9,2.06,0
Christopher Lowe,06/20/2017 7:58:12 AM,06/20/2017 8:03:12 AM,Credit Card,5,0.74,5.5,1.26,0
Justin Simmons,06/14/2017 1:44:54 PM,06/14/2017 1:48:08 PM,Cash,1,0.3,4,0.95,0
Savannah Parrish,08/12/2017 3:38:19 PM,08/12/2017 3:58:24 PM,Credit Card,1,5.7,19,0,0
Vincent Moore,05/17/2017 5:15:15 PM,05/17/2017 5:25:20 PM,Cash,2,0.87,8,0,0
